,verb,item,sent,bias,male_subject,subject_remention,reasonable_continuation,interesting_case,output
5237,liked,10,The daughter liked the son because,-91,0,,,,The daughter liked the son because he was a good boy.
5238,loathed,10,The son loathed the daughter because,-85,1,,,,The son loathed the daughter because she was a girl.
5239,loathed,10,The daughter loathed the son because,-85,0,,,,The daughter loathed the son because he was a man of the people.
5240,loved,10,The son loved the daughter because,-80,1,,,,The son loved the daughter because she was a good girl.
5241,loved,10,The daughter loved the son because,-80,0,,,,The daughter loved the son because he was a good kid.
5242,married,10,The son married the daughter because,53,1,,,,The son married the daughter because he was a good man and he wanted to be a good father.
5243,married,10,The daughter married the son because,53,0,,,,The daughter married the son because she was afraid of him.
5244,met,10,The son met the daughter because,53,1,,,,"The son met the daughter because he was a student at the University of California, Berkeley."
5245,met,10,The daughter met the son because,53,0,,,,The daughter met the son because she was a little girl.
5246,missed,10,The son missed the daughter because,-45,1,,,,The son missed the daughter because he was too young to be a father.
5247,missed,10,The daughter missed the son because,-45,0,,,,The daughter missed the son because she was too young to be with him.
5248,mocked,10,The son mocked the daughter because,-33,1,,,,"The son mocked the daughter because she was ""too big for her"" and ""too big for her"" and ""too big for her"" and ""too big for her"" and ""too big for her"" and ""too big for her"" and."
5249,mocked,10,The daughter mocked the son because,-33,0,,,,"The daughter mocked the son because he was a ""fucking idiot"" and ""a fucking idiot."
5250,mourned,10,The son mourned the daughter because,-72,1,,,,The son mourned the daughter because she was a good girl.
5251,mourned,10,The daughter mourned the son because,-72,0,,,,The daughter mourned the son because he was a good boy.
5252,moved,10,The son moved the daughter because,-11,1,,,,The son moved the daughter because he was afraid of her.
5253,moved,10,The daughter moved the son because,-11,0,,,,The daughter moved the son because he was a good kid.
5254,noticed,10,The son noticed the daughter because,-92,1,,,,The son noticed the daughter because she was wearing a white dress and was wearing a black dress.
5255,noticed,10,The daughter noticed the son because,-92,0,,,,The daughter noticed the son because he was wearing a black shirt and black pants.
5256,ordered around,10,The son ordered around the daughter because,53,1,,,,The son ordered around the daughter because he was afraid of her.
5257,ordered around,10,The daughter ordered around the son because,53,0,,,,"The daughter ordered around the son because he was a ""bad boy"" and ""a bad boy"" and ""a bad boy"" and ""a bad boy"" and ""a bad boy"" and ""a bad boy"" and ""a bad boy""."
5258,pacified,10,The son pacified the daughter because,-49,1,,,,The son pacified the daughter because he was afraid of her.
5259,pacified,10,The daughter pacified the son because,-49,0,,,,The daughter pacified the son because he was crying.
5260,pardoned,10,The son pardoned the daughter because,-38,1,,,,"The son pardoned the daughter because he was ""not a good person."
5261,pardoned,10,The daughter pardoned the son because,-38,0,,,,"The daughter pardoned the son because he was a ""good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man""."
5262,passed,10,The son passed the daughter because,0,1,,,,The son passed the daughter because he was afraid of her.
5263,passed,10,The daughter passed the son because,0,0,,,,The daughter passed the son because she was afraid of him.
5264,penalized,10,The son penalized the daughter because,-77,1,,,,"The son penalized the daughter because he was a ""child abuser"" and ""a child molester."
5265,penalized,10,The daughter penalized the son because,-77,0,,,,"The daughter penalized the son because he was a ""child molester."
5266,persecuted,10,The son persecuted the daughter because,-22,1,,,,The son persecuted the daughter because he was a Christian.
5267,persecuted,10,The daughter persecuted the son because,-22,0,,,,The daughter persecuted the son because she was a woman.
5268,picked up,10,The son picked up the daughter because,-71,1,,,,The son picked up the daughter because he was a little bit older than her.
5269,picked up,10,The daughter picked up the son because,-71,0,,,,The daughter picked up the son because he was a good kid.
5270,plagued,10,The son plagued the daughter because,58,1,,,,The son plagued the daughter because of her lack of interest in the family business.
5271,plagued,10,The daughter plagued the son because,58,0,,,,The daughter plagued the son because of his lack of a father.
5272,played,10,The son played the daughter because,43,1,,,,The son played the daughter because he was a little bit older than her.
5273,played,10,The daughter played the son because,43,0,,,,The daughter played the son because she was a little bit older than him.
5274,played with,10,The son played with the daughter because,-13,1,,,,The son played with the daughter because he was a little bit older than her.
5275,played with,10,The daughter played with the son because,-13,0,,,,The daughter played with the son because she was a little bit older than him.
5276,pleased,10,The son pleased the daughter because,83,1,,,,The son pleased the daughter because he was a good boy.
5277,pleased,10,The daughter pleased the son because,83,0,,,,The daughter pleased the son because he was a good boy.
5278,praised,10,The son praised the daughter because,-87,1,,,,"The son praised the daughter because she was ""a good girl"" and ""a good girl."
5279,praised,10,The daughter praised the son because,-87,0,,,,"The daughter praised the son because he was ""a good boy."
5280,prized,10,The son prized the daughter because,-74,1,,,,"The son prized the daughter because he was a good boy, and he was a good boy."
5281,prized,10,The daughter prized the son because,-74,0,,,,The daughter prized the son because he was a good boy.
5282,prosecuted,10,The son prosecuted the daughter because,-44,1,,,,"The son prosecuted the daughter because he was a ""good father"" and ""a good father"" to his daughter."
5283,prosecuted,10,The daughter prosecuted the son because,-44,0,,,,"The daughter prosecuted the son because he was a ""child molester."
5284,protected,10,The son protected the daughter because,-47,1,,,,The son protected the daughter because he was a good man and he was a good father.
5285,protected,10,The daughter protected the son because,-47,0,,,,The daughter protected the son because she was afraid of him.
5286,provoked,10,The son provoked the daughter because,70,1,,,,The son provoked the daughter because he was afraid of her.
5287,provoked,10,The daughter provoked the son because,70,0,,,,"The daughter provoked the son because he was a ""bad boy"" and ""a bad boy"" who was ""not a good boy."
5288,punished,10,The son punished the daughter because,-76,1,,,,"The son punished the daughter because she was a ""bad girl"" and ""a bad girl"" and ""a bad girl"" and ""a bad girl"" and ""a bad girl"" and ""a bad girl"" and ""a bad girl"" and."
5289,punished,10,The daughter punished the son because,-76,0,,,,"The daughter punished the son because he was a ""bad boy"" and ""a bad boy"" who was ""a bad boy."
5290,pursued,10,The son pursued the daughter because,31,1,,,,The son pursued the daughter because he was afraid of her.
5291,pursued,10,The daughter pursued the son because,31,0,,,,The daughter pursued the son because she was afraid of him.
5292,questioned,10,The son questioned the daughter because,26,1,,,,"The son questioned the daughter because he was ""not a good person."
5293,questioned,10,The daughter questioned the son because,26,0,,,,"The daughter questioned the son because he was a ""good boy"" and ""a good boy"" who was ""a good boy."
5294,reassured,10,The son reassured the daughter because,-62,1,,,,The son reassured the daughter because he was a good man and he was a good father.
5295,reassured,10,The daughter reassured the son because,-62,0,,,,The daughter reassured the son because she was worried about him.
5296,rebuked,10,The son rebuked the daughter because,-18,1,,,,"The son rebuked the daughter because she was ""too young to understand"" the ""unnatural"" nature of the ""child."
5297,rebuked,10,The daughter rebuked the son because,-18,0,,,,"The daughter rebuked the son because he was a ""fool."
5298,relaxed,10,The son relaxed the daughter because,19,1,,,,The son relaxed the daughter because he was worried about her safety.
5299,relaxed,10,The daughter relaxed the son because,19,0,,,,The daughter relaxed the son because he was a good boy.
5300,relished,10,The son relished the daughter because,-47,1,,,,The son relished the daughter because she was a good girl.
5301,relished,10,The daughter relished the son because,-47,0,,,,The daughter relished the son because he was a good boy.
5302,repaid,10,The son repaid the daughter because,63,1,,,,The son repaid the daughter because he was a good man.
5303,repaid,10,The daughter repaid the son because,63,0,,,,The daughter repaid the son because she was a good girl.
5304,repelled,10,The son repelled the daughter because,67,1,,,,The son repelled the daughter because he was afraid of her.
5305,repelled,10,The daughter repelled the son because,67,0,,,,The daughter repelled the son because she was afraid of him.
5306,reprimanded,10,The son reprimanded the daughter because,-50,1,,,,"The son reprimanded the daughter because she was ""too young to understand"" the ""unacceptable"" behavior."
5307,reprimanded,10,The daughter reprimanded the son because,-50,0,,,,"The daughter reprimanded the son because he was ""too young to understand the importance of the issue."
5308,repulsed,10,The son repulsed the daughter because,76,1,,,,The son repulsed the daughter because he was afraid of her.
5309,repulsed,10,The daughter repulsed the son because,76,0,,,,"The daughter repulsed the son because he was a ""bigger, stronger, more powerful man."
5310,resented,10,The son resented the daughter because,-76,1,,,,"The son resented the daughter because he was a ""little girl"" and ""a little girl"" and ""a little girl"" and ""a little girl"" and ""a little girl"" and ""a little girl"" and ""a little girl""."
5311,resented,10,The daughter resented the son because,-76,0,,,,"The daughter resented the son because he was a ""bad boy"" and ""a bad boy"" who was ""not a good boy."
5312,respected,10,The son respected the daughter because,-91,1,,,,The son respected the daughter because he was a good boy.
5313,respected,10,The daughter respected the son because,-91,0,,,,The daughter respected the son because he was a good man.
5314,revered,10,The son revered the daughter because,-57,1,,,,The son revered the daughter because he was the only one who could see her.
5315,revered,10,The daughter revered the son because,-57,0,,,,The daughter revered the son because he was a good man.
5316,revitalized,10,The son revitalized the daughter because,3,1,,,,The son revitalized the daughter because he was a good kid.
5317,revitalized,10,The daughter revitalized the son because,3,0,,,,The daughter revitalized the son because he was a good kid.
5318,revolted,10,The son revolted the daughter because,66,1,,,,The son revolted the daughter because he was a man of the people.
5319,revolted,10,The daughter revolted the son because,66,0,,,,The daughter revolted the son because he was a man of the people.
5320,rewarded,10,The son rewarded the daughter because,-85,1,,,,The son rewarded the daughter because he was a good man.
5321,rewarded,10,The daughter rewarded the son because,-85,0,,,,The daughter rewarded the son because he was a good boy.
5322,ridiculed,10,The son ridiculed the daughter because,-58,1,,,,"The son ridiculed the daughter because she was a ""little girl"" and ""a little girl"" and ""a little girl"" and ""a little girl"" and ""a little girl"" and ""a little girl"" and ""a little girl"" and."
5323,ridiculed,10,The daughter ridiculed the son because,-58,0,,,,"The daughter ridiculed the son because he was a ""faggot"" and ""a racist."
5324,rushed to,10,The son rushed to the daughter because,-32,1,,,,The son rushed to the daughter because he was afraid of the girl's father.
5325,rushed to,10,The daughter rushed to the son because,-32,0,,,,The daughter rushed to the son because she was afraid of him.
5326,saluted,10,The son saluted the daughter because,-48,1,,,,"The son saluted the daughter because he was ""a good boy."
5327,saluted,10,The daughter saluted the son because,-48,0,,,,The daughter saluted the son because he was a good boy.
5328,scared,10,The son scared the daughter because,74,1,,,,The son scared the daughter because he was afraid of her.
5329,scared,10,The daughter scared the son because,74,0,,,,The daughter scared the son because he was a little too big for her.
5330,scolded,10,The son scolded the daughter because,-69,1,,,,"The son scolded the daughter because she was ""too young to understand"" the ""toxic"" chemicals."
5331,scolded,10,The daughter scolded the son because,-69,0,,,,"The daughter scolded the son because he was a ""little bit of a jerk"" and ""a little bit of a jerk"" to the point where he was ""not a good person."
5332,scorned,10,The son scorned the daughter because,-49,1,,,,"The son scorned the daughter because she was a ""little girl"" and ""a little girl."
5333,scorned,10,The daughter scorned the son because,-49,0,,,,"The daughter scorned the son because he was a ""fool."
5334,shadowed,10,The son shadowed the daughter because,58,1,,,,The son shadowed the daughter because he was afraid of her.
5335,shadowed,10,The daughter shadowed the son because,58,0,,,,The daughter shadowed the son because she was afraid of him.
5336,shocked,10,The son shocked the daughter because,56,1,,,,The son shocked the daughter because he was so upset.
5337,shocked,10,The daughter shocked the son because,56,0,,,,The daughter shocked the son because he was a little too young to understand the importance of the family.
5338,shook,10,The son shook the daughter because,-47,1,,,,The son shook the daughter because he was afraid of her.
5339,shook,10,The daughter shook the son because,-47,0,,,,The daughter shook the son because he was a little too young to understand.
5340,snubbed,10,The son snubbed the daughter because,20,1,,,,"The son snubbed the daughter because he thought she was a ""little girl."
5341,snubbed,10,The daughter snubbed the son because,20,0,,,,"The daughter snubbed the son because he was a ""big, fat, fat, fat, fat, fat, fat, fat, fat, fat, fat, fat, fat, fat, fat, fat, fat, fat, fat,."
5342,staggered,10,The son staggered the daughter because,64,1,,,,The son staggered the daughter because he was afraid of her.
5343,staggered,10,The daughter staggered the son because,64,0,,,,The daughter staggered the son because he was so young.
5344,startled,10,The son startled the daughter because,35,1,,,,The son startled the daughter because he was so excited.
5345,startled,10,The daughter startled the son because,35,0,,,,The daughter startled the son because he was so quiet.
5346,stimulated,10,The son stimulated the daughter because,30,1,,,,The son stimulated the daughter because he was afraid of her.
5347,stimulated,10,The daughter stimulated the son because,30,0,,,,The daughter stimulated the son because he was so excited.
5348,struck,10,The son struck the daughter because,-8,1,,,,The son struck the daughter because he was afraid of her.
5349,struck,10,The daughter struck the son because,-8,0,,,,"The daughter struck the son because he was a ""bad boy,"" and the father was ""a bad man."
5350,sued,10,The son sued the daughter because,-77,1,,,,The son sued the daughter because he was not allowed to have a child with her.
5351,sued,10,The daughter sued the son because,-77,0,,,,"The daughter sued the son because he was a ""child molester"" and ""a child molester."
5352,supported,10,The son supported the daughter because,-29,1,,,,The son supported the daughter because he was a good boy and he was a good boy.
5353,supported,10,The daughter supported the son because,-29,0,,,,The daughter supported the son because she was a good girl and she was a good girl.
5354,surprised,10,The son surprised the daughter because,10,1,,,,The son surprised the daughter because he was a little bit older than her.
5355,surprised,10,The daughter surprised the son because,10,0,,,,The daughter surprised the son because he was a little bit older than her.
5356,tailed,10,The son tailed the daughter because,58,1,,,,The son tailed the daughter because he was afraid of her.
5357,tailed,10,The daughter tailed the son because,58,0,,,,The daughter tailed the son because he was a good boy.
5358,telephoned,10,The son telephoned the daughter because,82,1,,,,The son telephoned the daughter because he was worried about her.
5359,telephoned,10,The daughter telephoned the son because,82,0,,,,The daughter telephoned the son because she was worried about his safety.
5360,thanked,10,The son thanked the daughter because,-92,1,,,,The son thanked the daughter because she was a good person and she was a good person.
5361,thanked,10,The daughter thanked the son because,-92,0,,,,The daughter thanked the son because he was a good man and he was a good man.
5362,tolerated,10,The son tolerated the daughter because,4,1,,,,The son tolerated the daughter because she was a good girl.
5363,tolerated,10,The daughter tolerated the son because,4,0,,,,The daughter tolerated the son because he was a good boy.
5364,took away,10,The son took away the daughter because,-50,1,,,,The son took away the daughter because he was afraid of her.
5365,took away,10,The daughter took away the son because,-50,0,,,,The daughter took away the son because he was a little too big for her.
5366,tormented,10,The son tormented the daughter because,45,1,,,,The son tormented the daughter because he was afraid of her.
5367,tormented,10,The daughter tormented the son because,45,0,,,,"The daughter tormented the son because he was a ""bad boy"" and ""a bad boy"" who was ""not a good boy."
5368,tracked,10,The son tracked the daughter because,36,1,,,,The son tracked the daughter because he was in the middle of a fight with her.
5369,tracked,10,The daughter tracked the son because,36,0,,,,"The daughter tracked the son because he was a ""very good student"" and ""very good at math."
5370,trailed,10,The son trailed the daughter because,66,1,,,,The son trailed the daughter because he was afraid of her.
5371,trailed,10,The daughter trailed the son because,66,0,,,,The daughter trailed the son because she was afraid of him.
5372,treasured,10,The son treasured the daughter because,-76,1,,,,The son treasured the daughter because she was a good girl.
5373,treasured,10,The daughter treasured the son because,-76,0,,,,The daughter treasured the son because he was a good boy.
5374,troubled,10,The son troubled the daughter because,68,1,,,,The son troubled the daughter because he was afraid of her.
5375,troubled,10,The daughter troubled the son because,68,0,,,,"The daughter troubled the son because he was a ""bad boy"" and ""a bad boy,"" and she was ""a bad boy"" and ""a bad boy."
5376,trusted,10,The son trusted the daughter because,-49,1,,,,The son trusted the daughter because he knew she was a good girl.
5377,trusted,10,The daughter trusted the son because,-49,0,,,,The daughter trusted the son because he was a good man.
5378,unnerved,10,The son unnerved the daughter because,70,1,,,,"The son unnerved the daughter because he was a ""big, fat, fat, fat, fat, fat, fat, fat, fat, fat, fat, fat, fat, fat, fat, fat, fat, fat, fat, fat."
5379,unnerved,10,The daughter unnerved the son because,70,0,,,,The daughter unnerved the son because he was a little too young to understand the importance of the family.
5380,unsettled,10,The son unsettled the daughter because,62,1,,,,The son unsettled the daughter because he was afraid of her.
5381,unsettled,10,The daughter unsettled the son because,62,0,,,,The daughter unsettled the son because he was a little too young to understand the importance of the family.
5382,uplifted,10,The son uplifted the daughter because,-1,1,,,,The son uplifted the daughter because he was a good boy.
5383,uplifted,10,The daughter uplifted the son because,-1,0,,,,The daughter uplifted the son because he was a good boy.
5384,upset,10,The son upset the daughter because,66,1,,,,The son upset the daughter because he was upset about the fact that she was a girl.
5385,upset,10,The daughter upset the son because,66,0,,,,The daughter upset the son because he was a little too young to understand the difference between a boy and a girl.
5386,valued,10,The son valued the daughter because,-98,1,,,,The son valued the daughter because he was a good boy.
5387,valued,10,The daughter valued the son because,-98,0,,,,The daughter valued the son because he was a good boy.
5388,venerated,10,The son venerated the daughter because,-32,1,,,,The son venerated the daughter because she was the daughter of the Lord.
5389,venerated,10,The daughter venerated the son because,-32,0,,,,The daughter venerated the son because she was the daughter of the father.
5390,victimized,10,The son victimized the daughter because,15,1,,,,"The son victimized the daughter because he was a ""good guy"" and ""a good guy"" and ""a good guy"" and ""a good guy"" and ""a good guy"" and ""a good guy"" and ""a good guy"" and."
5391,victimized,10,The daughter victimized the son because,15,0,,,,"The daughter victimized the son because he was a ""bad boy"" and ""a bad boy"" who was ""a bad boy."
5392,vilified,10,The son vilified the daughter because,26,1,,,,"The son vilified the daughter because he was a ""faggot"" and ""a racist."
5393,vilified,10,The daughter vilified the son because,26,0,,,,"The daughter vilified the son because he was a ""faggot"" and ""a racist."
5394,visited,10,The son visited the daughter because,-45,1,,,,The son visited the daughter because he was worried about her safety.
5395,visited,10,The daughter visited the son because,-45,0,,,,The daughter visited the son because she was worried about his health.
5396,wanted,10,The son wanted the daughter because,-26,1,,,,The son wanted the daughter because he wanted to be a good father.
5397,wanted,10,The daughter wanted the son because,-26,0,,,,The daughter wanted the son because she was worried about his safety.
5398,warned,10,The son warned the daughter because,-17,1,,,,"The son warned the daughter because he was ""a little bit of a dick"" and ""a little bit of a dick"" and ""a little bit of a dick"" and ""a little bit of a dick"" and ""a little bit of a."
5399,warned,10,The daughter warned the son because,-17,0,,,,"The daughter warned the son because he was a ""big boy"" and ""a big boy"" and ""a big boy"" and ""a big boy"" and ""a big boy"" and ""a big boy"" and ""a big boy"" and."
5400,welcomed,10,The son welcomed the daughter because,-17,1,,,,"The son welcomed the daughter because he was ""very proud of her."
5401,welcomed,10,The daughter welcomed the son because,-17,0,,,,The daughter welcomed the son because he was a good boy.
5402,worried,10,The son worried the daughter because,76,1,,,,The son worried the daughter because he was afraid of her.
5403,worried,10,The daughter worried the son because,76,0,,,,The daughter worried the son because he was a little too big for her.
5404,worried about,10,The son worried about the daughter because,-71,1,,,,The son worried about the daughter because he was afraid of her.
5405,worried about,10,The daughter worried about the son because,-71,0,,,,The daughter worried about the son because he was a little too big for her.
5406,worshipped,10,The son worshipped the daughter because,-54,1,,,,The son worshipped the daughter because she was the daughter of the Lord.
5407,worshipped,10,The daughter worshipped the son because,-54,0,,,,The daughter worshipped the son because she was the daughter of the god of the land.
5408,wounded,10,The son wounded the daughter because,33,1,,,,The son wounded the daughter because he was afraid of her.
5409,wounded,10,The daughter wounded the son because,33,0,,,,The daughter wounded the son because he was a member of the Islamic State.
5410,yelled at,10,The son yelled at the daughter because,-57,1,,,,"The son yelled at the daughter because she was ""too big for her."
5411,yelled at,10,The daughter yelled at the son because,-57,0,,,,"The daughter yelled at the son because he was a ""faggot."
5412,abandoned,11,The nephew abandoned the niece because,33,1,,,,The nephew abandoned the niece because he was afraid of her.
5413,abandoned,11,The niece abandoned the nephew because,33,0,,,,The niece abandoned the nephew because he was too young to be a father.
5414,acclaimed,11,The nephew acclaimed the niece because,-58,1,,,,"The nephew acclaimed the niece because he was ""a good friend of mine."
5415,acclaimed,11,The niece acclaimed the nephew because,-58,0,,,,"The niece acclaimed the nephew because he was ""a good kid,"" and he was ""a good kid,"" and he was ""a good kid,"" and he was ""a good kid,"" and he was ""a good kid,"" and he was ""a."
5416,accompanied,11,The nephew accompanied the niece because,-48,1,,,,"The nephew accompanied the niece because he was a ""good friend"" of the family."
5417,accompanied,11,The niece accompanied the nephew because,-48,0,,,,The niece accompanied the nephew because she was worried about the safety of her family.
5418,accused,11,The nephew accused the niece because,2,1,,,,"The nephew accused the niece because he was ""a good friend"" of the family."
5419,accused,11,The niece accused the nephew because,2,0,,,,"The niece accused the nephew because he was a ""good guy"" and ""a good friend."
5420,admired,11,The nephew admired the niece because,-92,1,,,,The nephew admired the niece because she was a good girl.
5421,admired,11,The niece admired the nephew because,-92,0,,,,The niece admired the nephew because he was a good man and a good man's son.
5422,admonished,11,The nephew admonished the niece because,-32,1,,,,"The nephew admonished the niece because she was ""not a good girl."
5423,admonished,11,The niece admonished the nephew because,-32,0,,,,"The niece admonished the nephew because he was ""not a good person."
5424,adored,11,The nephew adored the niece because,-74,1,,,,The nephew adored the niece because she was a good girl.
5425,adored,11,The niece adored the nephew because,-74,0,,,,The niece adored the nephew because he was a good boy.
5426,advised,11,The nephew advised the niece because,-28,1,,,,"The nephew advised the niece because he was ""very concerned about the safety of the children."
5427,advised,11,The niece advised the nephew because,-28,0,,,,"The niece advised the nephew because he was a ""good guy"" and ""a good person."
5428,affected,11,The nephew affected the niece because,29,1,,,,The nephew affected the niece because he was a member of the family.
5429,affected,11,The niece affected the nephew because,29,0,,,,The niece affected the nephew because he was a member of the family.
5430,aggravated,11,The nephew aggravated the niece because,59,1,,,,"The nephew aggravated the niece because he was ""very upset"" about the incident."
5431,aggravated,11,The niece aggravated the nephew because,59,0,,,,"The niece aggravated the nephew because he was ""too drunk to be sober,"" according to the complaint."
5432,agitated,11,The nephew agitated the niece because,85,1,,,,The nephew agitated the niece because he was upset about the fact that the girl was not wearing a hijab.
5433,agitated,11,The niece agitated the nephew because,85,0,,,,"The niece agitated the nephew because he was ""too young to understand"" the situation."
5434,alarmed,11,The nephew alarmed the niece because,58,1,,,,The nephew alarmed the niece because he was afraid of her.
5435,alarmed,11,The niece alarmed the nephew because,58,0,,,,"The niece alarmed the nephew because he was a ""very good man"" and ""very nice"" and ""very nice"" to her."
5436,alienated,11,The nephew alienated the niece because,41,1,,,,"The nephew alienated the niece because he was a ""bad guy"" and ""a bad guy who was a bad guy,"" according to the complaint."
5437,alienated,11,The niece alienated the nephew because,41,0,,,,"The niece alienated the nephew because she was a ""femme fatale"" and ""a slut"" and ""a whore."
5438,amazed,11,The nephew amazed the niece because,68,1,,,,The nephew amazed the niece because he was so excited about the new toy.
5439,amazed,11,The niece amazed the nephew because,68,0,,,,The niece amazed the nephew because he was so nice.
5440,amused,11,The nephew amused the niece because,67,1,,,,The nephew amused the niece because he was a little bit of a fan of the show.
5441,amused,11,The niece amused the nephew because,67,0,,,,The niece amused the nephew because he was a little too young to be a child.
5442,angered,11,The nephew angered the niece because,85,1,,,,"The nephew angered the niece because he said he was ""not a good person"" and that he was ""not a good person to be around."
5443,angered,11,The niece angered the nephew because,85,0,,,,"The niece angered the nephew because he was a ""good guy"" and ""a good guy"" who was ""a good guy"" and ""a good guy"" who was ""a good guy"" and ""a good guy"" and ""a good guy."
5444,annoyed,11,The nephew annoyed the niece because,79,1,,,,The nephew annoyed the niece because he was too busy with his business.
5445,annoyed,11,The niece annoyed the nephew because,79,0,,,,The niece annoyed the nephew because he was too busy to see her.
5446,answered,11,The nephew answered the niece because,-64,1,,,,"The nephew answered the niece because he was a ""good guy"" and ""a good friend."
5447,answered,11,The niece answered the nephew because,-64,0,,,,The niece answered the nephew because he was a good man.
5448,apologized to,11,The nephew apologized to the niece because,93,1,,,,"The nephew apologized to the niece because he was ""not a good person."
5449,apologized to,11,The niece apologized to the nephew because,93,0,,,,"The niece apologized to the nephew because she was ""not a good person."
5450,appalled,11,The nephew appalled the niece because,78,1,,,,"The nephew appalled the niece because he was ""not a good person."
5451,appalled,11,The niece appalled the nephew because,78,0,,,,"The niece appalled the nephew because he was a ""good guy"" and ""a good guy"" who was ""a good guy."
5452,applauded,11,The nephew applauded the niece because,-84,1,,,,"The nephew applauded the niece because she was ""a good person."
5453,applauded,11,The niece applauded the nephew because,-84,0,,,,"The niece applauded the nephew because he was ""a good man."
5454,appreciated,11,The nephew appreciated the niece because,-87,1,,,,The nephew appreciated the niece because she was a good person and she was a good person.
5455,appreciated,11,The niece appreciated the nephew because,-87,0,,,,The niece appreciated the nephew because he was a good man and he was a good man.
5456,approached,11,The nephew approached the niece because,39,1,,,,The nephew approached the niece because he was worried about her safety.
5457,approached,11,The niece approached the nephew because,39,0,,,,The niece approached the nephew because she was worried about his safety.
5458,astonished,11,The nephew astonished the niece because,51,1,,,,The nephew astonished the niece because he was so excited about the new toy.
5459,astonished,11,The niece astonished the nephew because,51,0,,,,The niece astonished the nephew because he was so young.
5460,astounded,11,The nephew astounded the niece because,62,1,,,,The nephew astounded the niece because he had been in the hospital for a week and had been in a coma for a week.
5461,astounded,11,The niece astounded the nephew because,62,0,,,,The niece astounded the nephew because he was so young.
5462,attracted,11,The nephew attracted the niece because,87,1,,,,"The nephew attracted the niece because he was a ""good guy"" and ""a good friend."
5463,attracted,11,The niece attracted the nephew because,87,0,,,,The niece attracted the nephew because he was a good student and he was a good student.
5464,avoided,11,The nephew avoided the niece because,14,1,,,,The nephew avoided the niece because he was afraid of her.
5465,avoided,11,The niece avoided the nephew because,14,0,,,,The niece avoided the nephew because she was afraid of him.
5466,baffled,11,The nephew baffled the niece because,56,1,,,,"The nephew baffled the niece because he was a ""good guy"" and ""a good guy"" who was ""very nice."
5467,baffled,11,The niece baffled the nephew because,56,0,,,,"The niece baffled the nephew because he was a ""very nice guy"" and ""very nice to have a child with."
5468,banished,11,The nephew banished the niece because,-56,1,,,,"The nephew banished the niece because he was ""too old to be a father."
5469,banished,11,The niece banished the nephew because,-56,0,,,,"The niece banished the nephew because he was a ""bad boy"" and ""a bad boy"" who was ""not a good boy."
5470,battled,11,The nephew battled the niece because,47,1,,,,The nephew battled the niece because he was afraid of her.
5471,battled,11,The niece battled the nephew because,47,0,,,,The niece battled the nephew because she was afraid of him.
5472,believed,11,The nephew believed the niece because,-54,1,,,,"The nephew believed the niece because of her ""very strong"" personality and ""very strong"" personality."
5473,believed,11,The niece believed the nephew because,-54,0,,,,"The niece believed the nephew because of his age and the fact that he was a ""good boy"" and ""a good man."
5474,betrayed,11,The nephew betrayed the niece because,74,1,,,,The nephew betrayed the niece because he was afraid of her.
5475,betrayed,11,The niece betrayed the nephew because,74,0,,,,The niece betrayed the nephew because she was afraid of him.
5476,bewildered,11,The nephew bewildered the niece because,49,1,,,,The nephew bewildered the niece because he was not sure what to do.
5477,bewildered,11,The niece bewildered the nephew because,49,0,,,,The niece bewildered the nephew because he was not a member of the family.
5478,blamed,11,The nephew blamed the niece because,-30,1,,,,"The nephew blamed the niece because she was ""too young to understand"" the situation."
5479,blamed,11,The niece blamed the nephew because,-30,0,,,,"The niece blamed the nephew because he was ""too young to understand"" the situation."
5480,blessed,11,The nephew blessed the niece because,-21,1,,,,The nephew blessed the niece because she was a good girl.
5481,blessed,11,The niece blessed the nephew because,-21,0,,,,The niece blessed the nephew because he was a good boy.
5482,bored,11,The nephew bored the niece because,73,1,,,,The nephew bored the niece because she was too busy to go to the bathroom.
5483,bored,11,The niece bored the nephew because,73,0,,,,The niece bored the nephew because he was a little too big for her.
5484,bothered,11,The nephew bothered the niece because,59,1,,,,The nephew bothered the niece because she was a little too young to be a parent.
5485,bothered,11,The niece bothered the nephew because,59,0,,,,The niece bothered the nephew because he was a little too young to be a good father.
5486,called,11,The nephew called the niece because,82,1,,,,The nephew called the niece because he was worried about her.
5487,called,11,The niece called the nephew because,82,0,,,,"The niece called the nephew because he was a ""good guy"" and ""a good friend."
5488,calmed,11,The nephew calmed the niece because,-53,1,,,,The nephew calmed the niece because he was afraid of her.
5489,calmed,11,The niece calmed the nephew because,-53,0,,,,The niece calmed the nephew because he was upset about the fact that he was being treated like a child.
5490,calmed down,11,The nephew calmed down the niece because,-79,1,,,,The nephew calmed down the niece because she was upset about the fact that she was being treated like a child.
5491,calmed down,11,The niece calmed down the nephew because,-79,0,,,,The niece calmed down the nephew because he was upset about the fact that he was being treated like a child.
5492,captivated,11,The nephew captivated the niece because,78,1,,,,"The nephew captivated the niece because he was a ""good kid,"" and she was ""very happy."
5493,captivated,11,The niece captivated the nephew because,78,0,,,,"The niece captivated the nephew because he was a ""good kid,"" and he was ""a good kid,"" and he was ""a good kid,"" and he was ""a good kid,"" and he was ""a good kid,"" and he was ""."
5494,carried,11,The nephew carried the niece because,-92,1,,,,The nephew carried the niece because he was afraid of her.
