verb;item;sent;bias;subject_gender;output
angered;12;The brother angered the sister because;85;1;"The brother angered the sister because he was a ""bad boy"" and ""a bad boy"" who was ""not a good boy."
angered;12;The sister angered the brother because;85;0;"The sister angered the brother because he was a ""bad guy"" and ""a bad guy"" who was ""not a good guy."
annoyed;12;The brother annoyed the sister because;79;1;The brother annoyed the sister because he was too busy with his business to notice the girl's face.
annoyed;12;The sister annoyed the brother because;79;0;The sister annoyed the brother because he was too busy with his business to notice the difference.
answered;12;The brother answered the sister because;-64;1;The brother answered the sister because he was afraid of her.
answered;12;The sister answered the brother because;-64;0;The sister answered the brother because he was a good man.
apologized to;12;The brother apologized to the sister because;93;1;"The brother apologized to the sister because he was ""not a good person."
apologized to;12;The sister apologized to the brother because;93;0;"The sister apologized to the brother because he was ""not a good person."
appalled;12;The brother appalled the sister because;78;1;"The brother appalled the sister because he was a ""good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and."
appalled;12;The sister appalled the brother because;78;0;"The sister appalled the brother because he was a ""good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and."
applauded;12;The brother applauded the sister because;-84;1;"The brother applauded the sister because he was ""a good man."
applauded;12;The sister applauded the brother because;-84;0;The sister applauded the brother because he was a good man.
appreciated;12;The brother appreciated the sister because;-87;1;The brother appreciated the sister because she was a good person and she was a good person.
appreciated;12;The sister appreciated the brother because;-87;0;The sister appreciated the brother because he was a good man and he was a good man.
approached;12;The brother approached the sister because;39;1;The brother approached the sister because he was worried about her safety.
approached;12;The sister approached the brother because;39;0;The sister approached the brother because she was worried about him.
astonished;12;The brother astonished the sister because;51;1;The brother astonished the sister because he was so excited.
astonished;12;The sister astonished the brother because;51;0;The sister astonished the brother because he was so young.
astounded;12;The brother astounded the sister because;62;1;The brother astounded the sister because he was so excited about the new toy.
astounded;12;The sister astounded the brother because;62;0;The sister astounded the brother because he was so young and he was so young.
attracted;12;The brother attracted the sister because;87;1;The brother attracted the sister because he was a good boy and he was a good man.
attracted;12;The sister attracted the brother because;87;0;The sister attracted the brother because she was a good girl and he was a good boy.
avoided;12;The brother avoided the sister because;14;1;The brother avoided the sister because he was afraid of her.
avoided;12;The sister avoided the brother because;14;0;The sister avoided the brother because she was afraid of him.
baffled;12;The brother baffled the sister because;56;1;"The brother baffled the sister because he was a ""good guy"" and she was ""a good girl."
baffled;12;The sister baffled the brother because;56;0;"The sister baffled the brother because he was a ""good guy"" and ""a good guy"" who was ""a good guy"" and ""a good guy"" who was ""a good guy"" and ""a good guy"" and ""a good guy."
banished;12;The brother banished the sister because;-56;1;The brother banished the sister because he was too busy with his business to be able to see her.
banished;12;The sister banished the brother because;-56;0;"The sister banished the brother because he was a ""bad boy"" and ""a bad boy"" who was ""not a good boy."
battled;12;The brother battled the sister because;47;1;The brother battled the sister because he was afraid of her.
battled;12;The sister battled the brother because;47;0;The sister battled the brother because she was afraid of him.
believed;12;The brother believed the sister because;-54;1;"The brother believed the sister because of her ""unusual"" appearance."
believed;12;The sister believed the brother because;-54;0;"The sister believed the brother because he was a ""good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and."
betrayed;12;The brother betrayed the sister because;74;1;The brother betrayed the sister because he was afraid of her.
betrayed;12;The sister betrayed the brother because;74;0;The sister betrayed the brother because she was afraid of him.
bewildered;12;The brother bewildered the sister because;49;1;The brother bewildered the sister because he was not sure what to do.
bewildered;12;The sister bewildered the brother because;49;0;The sister bewildered the brother because he was not a man of the people.
blamed;12;The brother blamed the sister because;-30;1;"The brother blamed the sister because he was ""too busy"" to attend the funeral."
blamed;12;The sister blamed the brother because;-30;0;"The sister blamed the brother because he was ""too busy"" to attend the funeral."
blessed;12;The brother blessed the sister because;-21;1;The brother blessed the sister because she was a good girl.
blessed;12;The sister blessed the brother because;-21;0;The sister blessed the brother because he was a good man.
bored;12;The brother bored the sister because;73;1;The brother bored the sister because he was too busy with his business.
bored;12;The sister bored the brother because;73;0;The sister bored the brother because he was a bit of a dick.
bothered;12;The brother bothered the sister because;59;1;The brother bothered the sister because he was afraid of her.
bothered;12;The sister bothered the brother because;59;0;The sister bothered the brother because he was a little too young to be a good father.
called;12;The brother called the sister because;82;1;The brother called the sister because he was worried about her.
called;12;The sister called the brother because;82;0;The sister called the brother because he was a good man and he was a good man.
calmed;12;The brother calmed the sister because;-53;1;The brother calmed the sister because he was afraid of her.
calmed;12;The sister calmed the brother because;-53;0;The sister calmed the brother because he was worried about her.
calmed down;12;The brother calmed down the sister because;-79;1;The brother calmed down the sister because he was afraid of her.
calmed down;12;The sister calmed down the brother because;-79;0;The sister calmed down the brother because he was worried about her.
captivated;12;The brother captivated the sister because;78;1;The brother captivated the sister because he was a good boy and he was a good man.
captivated;12;The sister captivated the brother because;78;0;The sister captivated the brother because he was a good boy and he was a good boy.
carried;12;The brother carried the sister because;-92;1;The brother carried the sister because he was afraid of her.
carried;12;The sister carried the brother because;-92;0;The sister carried the brother because he was a good man and he was a good man.
castigated;12;The brother castigated the sister because;-45;1;"The brother castigated the sister because she was ""a little bit of a bitch"" and ""a little bit of a bitch."
castigated;12;The sister castigated the brother because;-45;0;"The sister castigated the brother because he was a ""fraud"" and ""a liar."
caught;12;The brother caught the sister because;-44;1;The brother caught the sister because he was trying to get her to leave the house.
caught;12;The sister caught the brother because;-44;0;"The sister caught the brother because he was a ""bad guy"" and he was ""a bad guy"" and he was ""a bad guy"" and he was ""a bad guy"" and he was ""a bad guy"" and he was ""a."
cautioned;12;The brother cautioned the sister because;-36;1;"The brother cautioned the sister because he was ""not a good person."
cautioned;12;The sister cautioned the brother because;-36;0;The sister cautioned the brother because he was not a member of the group.
celebrated;12;The brother celebrated the sister because;-72;1;The brother celebrated the sister because he was a good man and he was a good man.
celebrated;12;The sister celebrated the brother because;-72;0;The sister celebrated the brother because he was a good man.
censured;12;The brother censured the sister because;-58;1;"The brother censured the sister because she was ""a woman who was not a woman."
censured;12;The sister censured the brother because;-58;0;"The sister censured the brother because he was a ""foolish, ignorant, and ignorant man."
charmed;12;The brother charmed the sister because;81;1;The brother charmed the sister because he was a good boy and he was a good man.
charmed;12;The sister charmed the brother because;81;0;The sister charmed the brother because he was a good boy and he was a good boy.
chased;12;The brother chased the sister because;-33;1;The brother chased the sister because he was afraid of her.
chased;12;The sister chased the brother because;-33;0;"The sister chased the brother because he was a ""bad guy"" and ""a bad guy who was a bad guy."
cheated;12;The brother cheated the sister because;63;1;The brother cheated the sister because he was a good man.
cheated;12;The sister cheated the brother because;63;0;The sister cheated the brother because she was jealous of him.
cheered;12;The brother cheered the sister because;-48;1;The brother cheered the sister because he was so proud of her.
cheered;12;The sister cheered the brother because;-48;0;The sister cheered the brother because he was a good boy.
cherished;12;The brother cherished the sister because;-53;1;The brother cherished the sister because he was a good man and he loved her.
cherished;12;The sister cherished the brother because;-53;0;The sister cherished the brother because he was a good man and a good man's brother.
chilled;12;The brother chilled the sister because;31;1;The brother chilled the sister because he was worried about her safety.
chilled;12;The sister chilled the brother because;31;0;The sister chilled the brother because he was a good friend of hers.
comforted;12;The brother comforted the sister because;-77;1;The brother comforted the sister because he was afraid of her.
comforted;12;The sister comforted the brother because;-77;0;The sister comforted the brother because he was a good man and he was a good man.
commended;12;The brother commended the sister because;-82;1;"The brother commended the sister because she was ""a good girl."
commended;12;The sister commended the brother because;-82;0;"The sister commended the brother because he was ""a good man and a good man's brother."
compensated;12;The brother compensated the sister because;16;1;The brother compensated the sister because he was a good man and he was a good man.
compensated;12;The sister compensated the brother because;16;0;The sister compensated the brother because he was a good man and he was a good man.
complemented;12;The brother complemented the sister because;-56;1;The brother complemented the sister because he was a good man and he was a good man.
complemented;12;The sister complemented the brother because;-56;0;The sister complemented the brother because she was a little bit more mature.
complimented;12;The brother complimented the sister because;-47;1;The brother complimented the sister because he was a good man and he was a good man.
complimented;12;The sister complimented the brother because;-47;0;The sister complimented the brother because he was a good man and he was a good man.
concerned;12;The brother concerned the sister because;81;1;The brother concerned the sister because he was worried about her safety.
concerned;12;The sister concerned the brother because;81;0;"The sister concerned the brother because he was a ""good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and."
condemned;12;The brother condemned the sister because;-63;1;"The brother condemned the sister because she was ""a woman who was not a woman of the world."
condemned;12;The sister condemned the brother because;-63;0;"The sister condemned the brother because he was ""a man of God."
confessed to;12;The brother confessed to the sister because;74;1;The brother confessed to the sister because he was afraid of her.
confessed to;12;The sister confessed to the brother because;74;0;The sister confessed to the brother because she was afraid of him.
confided in;12;The brother confided in the sister because;5;1;The brother confided in the sister because he was worried about her.
confided in;12;The sister confided in the brother because;5;0;The sister confided in the brother because she was worried about him.
confounded;12;The brother confounded the sister because;36;1;The brother confounded the sister because he was afraid of her.
confounded;12;The sister confounded the brother because;36;0;"The sister confounded the brother because he was a ""little bit of a jerk."
confused;12;The brother confused the sister because;60;1;The brother confused the sister because he was afraid of her.
confused;12;The sister confused the brother because;60;0;The sister confused the brother because he was a little too young to be a good friend.
congratulated;12;The brother congratulated the sister because;-94;1;"The brother congratulated the sister because he was ""very happy"" with the outcome."
congratulated;12;The sister congratulated the brother because;-94;0;The sister congratulated the brother because he was a good man and he was a good man.
consulted;12;The brother consulted the sister because;13;1;The brother consulted the sister because he was worried about her safety.
consulted;12;The sister consulted the brother because;13;0;The sister consulted the brother because he was a good man and he was a good man.
corrected;12;The brother corrected the sister because;-74;1;The brother corrected the sister because he was afraid of her.
corrected;12;The sister corrected the brother because;-74;0;"The sister corrected the brother because he was a ""good guy"" and ""a good person."
corrupted;12;The brother corrupted the sister because;38;1;The brother corrupted the sister because he was a man of the people.
corrupted;12;The sister corrupted the brother because;38;0;The sister corrupted the brother because he was a traitor.
counseled;12;The brother counseled the sister because;-67;1;The brother counseled the sister because he was concerned about the safety of the children.
counseled;12;The sister counseled the brother because;-67;0;"The sister counseled the brother because he was a ""good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man""."
courted;12;The brother courted the sister because;33;1;The brother courted the sister because he was a good man and he was a good man.
courted;12;The sister courted the brother because;33;0;The sister courted the brother because he was a good man and he was a good man.
criticized;12;The brother criticized the sister because;-45;1;"The brother criticized the sister because she was ""a little bit of a bitch"" and ""a little bit of a bitch."
criticized;12;The sister criticized the brother because;-45;0;"The sister criticized the brother because he was a ""fool"" and ""a liar."
dated;12;The brother dated the sister because;15;1;"The brother dated the sister because he was a ""good guy"" and she was ""a good girl."
dated;12;The sister dated the brother because;15;0;"The sister dated the brother because she was ""very close to him."
debated with;12;The brother debated with the sister because;27;1;The brother debated with the sister because he was afraid of her.
debated with;12;The sister debated with the brother because;27;0;The sister debated with the brother because she was worried about the future of her family.
deceived;12;The brother deceived the sister because;63;1;The brother deceived the sister because he was afraid of her.
deceived;12;The sister deceived the brother because;63;0;The sister deceived the brother because she was afraid of him.
decried;12;The brother decried the sister because;-11;1;"The brother decried the sister because she was ""a little bit of a bitch"" and ""a little bit of a bitch."
decried;12;The sister decried the brother because;-11;0;"The sister decried the brother because he was ""a little bit of a jerk."
defied;12;The brother defied the sister because;27;1;The brother defied the sister because he was afraid of her.
defied;12;The sister defied the brother because;27;0;The sister defied the brother because she was afraid of him.
delighted;12;The brother delighted the sister because;85;1;The brother delighted the sister because he was a good man and he was a good man.
delighted;12;The sister delighted the brother because;85;0;The sister delighted the brother because he was a good man and he was a good man.
denounced;12;The brother denounced the sister because;-36;1;"The brother denounced the sister because she was ""a woman who was not a woman."
denounced;12;The sister denounced the brother because;-36;0;"The sister denounced the brother because he was ""a man of God."
deplored;12;The brother deplored the sister because;-34;1;"The brother deplored the sister because she was ""a little bit of a bitch."
deplored;12;The sister deplored the brother because;-34;0;"The sister deplored the brother because he was a ""bad boy"" and ""a bad boy"" who was ""not a good boy."
deprecated;12;The brother deprecated the sister because;-12;1;The brother deprecated the sister because he was too busy with his business.
deprecated;12;The sister deprecated the brother because;-12;0;"The sister deprecated the brother because he was a ""bad guy"" and ""a bad guy who was a bad guy."
derided;12;The brother derided the sister because;-24;1;"The brother derided the sister because she was ""a little bit of a bitch"" and ""a little bit of a bitch."
derided;12;The sister derided the brother because;-24;0;"The sister derided the brother because he was ""a little bit of a jerk."
deserted;12;The brother deserted the sister because;36;1;The brother deserted the sister because he was afraid of her.
deserted;12;The sister deserted the brother because;36;0;The sister deserted the brother because she was afraid of him.
despised;12;The brother despised the sister because;-87;1;The brother despised the sister because she was a woman, and he hated her because she was a woman.
despised;12;The sister despised the brother because;-87;0;The sister despised the brother because he was a man of the people, and he was a man of the people.
detested;12;The brother detested the sister because;-78;1;"The brother detested the sister because she was a ""little girl"" and ""a little girl who was a little girl."
detested;12;The sister detested the brother because;-78;0;"The sister detested the brother because he was a ""bad man"" and ""a coward."
disappointed;12;The brother disappointed the sister because;73;1;The brother disappointed the sister because he was not a good person.
disappointed;12;The sister disappointed the brother because;73;0;The sister disappointed the brother because he was a good man and he was a good man.
discouraged;12;The brother discouraged the sister because;36;1;"The brother discouraged the sister because he thought she was a ""bad girl."
discouraged;12;The sister discouraged the brother because;36;0;"The sister discouraged the brother because he was a ""bad boy"" and ""a bad boy"" who was ""not a good boy."
disgruntled;12;The brother disgruntled the sister because;58;1;"The brother disgruntled the sister because he was a ""bad guy"" and ""a bad guy"" and ""a bad guy"" and ""a bad guy"" and ""a bad guy"" and ""a bad guy"" and ""a bad guy"" and."
disgruntled;12;The sister disgruntled the brother because;58;0;"The sister disgruntled the brother because he was a ""bad guy"" and ""a bad guy"" and ""a bad guy"" and ""a bad guy"" and ""a bad guy"" and ""a bad guy"" and ""a bad guy"" and."
disliked;12;The brother disliked the sister because;-87;1;The brother disliked the sister because she was a little too big for him.
disliked;12;The sister disliked the brother because;-87;0;The sister disliked the brother because he was a man of the people, and she was afraid of him.
disobeyed;12;The brother disobeyed the sister because;55;1;The brother disobeyed the sister because he was afraid of her.
disobeyed;12;The sister disobeyed the brother because;55;0;The sister disobeyed the brother because she was afraid of him.
disparaged;12;The brother disparaged the sister because;12;1;"The brother disparaged the sister because of her ""fear of the world."
disparaged;12;The sister disparaged the brother because;12;0;"The sister disparaged the brother because of his ""unfair"" treatment of the children."
distracted;12;The brother distracted the sister because;53;1;The brother distracted the sister because he was trying to get her to stop talking about the matter.
distracted;12;The sister distracted the brother because;53;0;The sister distracted the brother because he was trying to get her to stop talking.
distressed;12;The brother distressed the sister because;60;1;The brother distressed the sister because he was afraid of her.
distressed;12;The sister distressed the brother because;60;0;"The sister distressed the brother because he was a ""bad boy"" and ""a bad boy"" who was ""not a good boy."
distrusted;12;The brother distrusted the sister because;-75;1;"The brother distrusted the sister because he was a ""bad boy"" and ""a bad boy"" who was ""not a good boy."
distrusted;12;The sister distrusted the brother because;-75;0;"The sister distrusted the brother because he was a ""bad guy"" and ""a bad guy who was a bad guy."
divorced;12;The brother divorced the sister because;-21;1;The brother divorced the sister because he was afraid of her.
divorced;12;The sister divorced the brother because;-21;0;"The sister divorced the brother because he was a ""bad guy"" and she was ""not a good person."
dominated;12;The brother dominated the sister because;3;1;The brother dominated the sister because he was the one who had the most power.
dominated;12;The sister dominated the brother because;3;0;The sister dominated the brother because she was the one who had the most power.
dreaded;12;The brother dreaded the sister because;-73;1;The brother dreaded the sister because he was afraid of her.
dreaded;12;The sister dreaded the brother because;-73;0;The sister dreaded the brother because he was a bad boy.
dreamed about;12;The brother dreamed about the sister because;30;1;The brother dreamed about the sister because he was a little bit older than her.
dreamed about;12;The sister dreamed about the brother because;30;0;The sister dreamed about the brother because she was a little girl.
echoed;12;The brother echoed the sister because;72;1;The brother echoed the sister because he was afraid of her.
echoed;12;The sister echoed the brother because;72;0;The sister echoed the brother because she was afraid of him.
embraced;12;The brother embraced the sister because;29;1;The brother embraced the sister because he was afraid of her.
embraced;12;The sister embraced the brother because;29;0;The sister embraced the brother because she was afraid of him.
employed;12;The brother employed the sister because;-76;1;The brother employed the sister because he was a good man and she was a good woman.
employed;12;The sister employed the brother because;-76;0;The sister employed the brother because he was a good man and he was a good man.
encouraged;12;The brother encouraged the sister because;-12;1;The brother encouraged the sister because he was a good man and he was a good man.
encouraged;12;The sister encouraged the brother because;-12;0;The sister encouraged the brother because he was a good man and he was a good man.
enlightened;12;The brother enlightened the sister because;0;1;The brother enlightened the sister because he was a good man and he was a good man.
enlightened;12;The sister enlightened the brother because;0;0;The sister enlightened the brother because he was a good man.
enraged;12;The brother enraged the sister because;70;1;The brother enraged the sister because he was a man of the people.
enraged;12;The sister enraged the brother because;70;0;"The sister enraged the brother because he was a ""bad guy"" and ""a bad guy"" who was ""not a good guy."
enticed;12;The brother enticed the sister because;70;1;The brother enticed the sister because he was a good man and he was a good man.
enticed;12;The sister enticed the brother because;70;0;The sister enticed the brother because he was a good boy and he was a good man.
escorted;12;The brother escorted the sister because;-36;1;The brother escorted the sister because he was afraid of the girl's safety.
escorted;12;The sister escorted the brother because;-36;0;"The sister escorted the brother because he was a ""good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and."
esteemed;12;The brother esteemed the sister because;-53;1;The brother esteemed the sister because he was a good man, and he was a good man.
esteemed;12;The sister esteemed the brother because;-53;0;The sister esteemed the brother because of his good character and his good character.
exalted;12;The brother exalted the sister because;-17;1;The brother exalted the sister because he was the one who had the power to bring about the change.
exalted;12;The sister exalted the brother because;-17;0;The sister exalted the brother because he was a good man, and he was a good man.
exasperated;12;The brother exasperated the sister because;74;1;The brother exasperated the sister because he was too busy with his business to be able to see the girl.
exasperated;12;The sister exasperated the brother because;74;0;The sister exasperated the brother because he was too busy with his business to notice the difference.
excited;12;The brother excited the sister because;72;1;The brother excited the sister because he was so excited.
excited;12;The sister excited the brother because;72;0;The sister excited the brother because he was a good kid.
excused;12;The brother excused the sister because;-50;1;The brother excused the sister because he was afraid of her.
excused;12;The sister excused the brother because;-50;0;"The sister excused the brother because he was ""not a good person."
exhausted;12;The brother exhausted the sister because;65;1;The brother exhausted the sister because he was afraid of her.
exhausted;12;The sister exhausted the brother because;65;0;The sister exhausted the brother because he was too weak to fight.
fascinated;12;The brother fascinated the sister because;85;1;The brother fascinated the sister because he was a good boy and he was a good boy.
fascinated;12;The sister fascinated the brother because;85;0;The sister fascinated the brother because she was a little bit of a girl.
favoured;12;The brother favoured the sister because;-89;1;The brother favoured the sister because he was a good man and he was a good man.
favoured;12;The sister favoured the brother because;-89;0;The sister favoured the brother because he was a good man and he was a good man.
feared;12;The brother feared the sister because;-85;1;"The brother feared the sister because of her ""unwanted"" behavior."
feared;12;The sister feared the brother because;-85;0;"The sister feared the brother because he was a ""bad guy"" and ""a bad guy who was going to kill her."
fed;12;The brother fed the sister because;-85;1;The brother fed the sister because he was afraid of her.
fed;12;The sister fed the brother because;-85;0;The sister fed the brother because he was a good boy.
filmed;12;The brother filmed the sister because;-3;1;The brother filmed the sister because he was afraid of her.
filmed;12;The sister filmed the brother because;-3;0;"The sister filmed the brother because he was ""very upset"" about the incident."
flattered;12;The brother flattered the sister because;42;1;"The brother flattered the sister because he was ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man""."
flattered;12;The sister flattered the brother because;42;0;"The sister flattered the brother because he was a ""good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man""."
floored;12;The brother floored the sister because;13;1;The brother floored the sister because he was so excited about the idea of being a part of the team.
floored;12;The sister floored the brother because;13;0;The sister floored the brother because he was so good at it.
followed;12;The brother followed the sister because;46;1;The brother followed the sister because he was afraid of her.
followed;12;The sister followed the brother because;46;0;The sister followed the brother because he was a good man and he was a good man.
fooled;12;The brother fooled the sister because;10;1;The brother fooled the sister because he was afraid of her.
fooled;12;The sister fooled the brother because;10;0;The sister fooled the brother because he was a little too young to be a good boy.
forgave;12;The brother forgave the sister because;5;1;The brother forgave the sister because he was afraid of her.
forgave;12;The sister forgave the brother because;5;0;The sister forgave the brother because he was a good man.
forgot;12;The brother forgot the sister because;-16;1;The brother forgot the sister because he was too busy with his business.
forgot;12;The sister forgot the brother because;-16;0;The sister forgot the brother because he was a little too young.
fought;12;The brother fought the sister because;24;1;The brother fought the sister because he was afraid of her.
fought;12;The sister fought the brother because;24;0;The sister fought the brother because she was afraid of him.
freed;12;The brother freed the sister because;-52;1;The brother freed the sister because he was afraid of her.
freed;12;The sister freed the brother because;-52;0;"The sister freed the brother because he was a ""good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and."
frightened;12;The brother frightened the sister because;68;1;The brother frightened the sister because he was afraid of her.
frightened;12;The sister frightened the brother because;68;0;The sister frightened the brother because he was a little too young to be a good father.
frustrated;12;The brother frustrated the sister because;79;1;The brother frustrated the sister because he was too busy with his business.
frustrated;12;The sister frustrated the brother because;79;0;The sister frustrated the brother because he was too busy with his business to be able to see her.
grabbed;12;The brother grabbed the sister because;-5;1;The brother grabbed the sister because he was afraid of her.
grabbed;12;The sister grabbed the brother because;-5;0;"The sister grabbed the brother because he was a ""good kid"" and ""a good kid"" and ""a good kid"" and ""a good kid"" and ""a good kid"" and ""a good kid"" and ""a good kid"" and."
grazed;12;The brother grazed the sister because;44;1;The brother grazed the sister because he was afraid of her.
grazed;12;The sister grazed the brother because;44;0;The sister grazed the brother because he was a good kid.
greeted;12;The brother greeted the sister because;-8;1;The brother greeted the sister because he was a good friend of hers.
greeted;12;The sister greeted the brother because;-8;0;The sister greeted the brother because he was a good man and he was a good man.
guided;12;The brother guided the sister because;-73;1;The brother guided the sister because he was afraid of the girl's appearance.
guided;12;The sister guided the brother because;-73;0;The sister guided the brother because he was a good boy and he was a good man.
hailed;12;The brother hailed the sister because;-45;1;"The brother hailed the sister because he was ""a good person."
hailed;12;The sister hailed the brother because;-45;0;The sister hailed the brother because he was a good man and a good man.
harassed;12;The brother harassed the sister because;41;1;"The brother harassed the sister because he was a ""good guy"" and ""a good friend."
harassed;12;The sister harassed the brother because;41;0;"The sister harassed the brother because he was a ""bad guy"" and ""a bad guy who was a bad guy,"" according to the complaint."
harmed;12;The brother harmed the sister because;52;1;The brother harmed the sister because he was afraid of her.
harmed;12;The sister harmed the brother because;52;0;The sister harmed the brother because he was a member of the same family.
hated;12;The brother hated the sister because;-91;1;The brother hated the sister because she was a little too big for him.
hated;12;The sister hated the brother because;-91;0;The sister hated the brother because he was a coward.
haunted;12;The brother haunted the sister because;20;1;The brother haunted the sister because he was afraid of her.
haunted;12;The sister haunted the brother because;20;0;The sister haunted the brother because he was a good boy.
helped;12;The brother helped the sister because;-49;1;The brother helped the sister because he was a good man and he was a good man.
helped;12;The sister helped the brother because;-49;0;The sister helped the brother because he was a good student and he was a good teacher.
hired;12;The brother hired the sister because;-65;1;The brother hired the sister because he was a good friend of his.
hired;12;The sister hired the brother because;-65;0;The sister hired the brother because he was a good friend of hers and she wanted to be a good friend of hers.
hit;12;The brother hit the sister because;-14;1;The brother hit the sister because he was trying to get her to stop talking about him.
hit;12;The sister hit the brother because;-14;0;"The sister hit the brother because he was a ""bad guy"" and ""a bad guy"" and ""a bad guy"" and ""a bad guy"" and ""a bad guy"" and ""a bad guy"" and ""a bad guy"" and."
honoured;12;The brother honoured the sister because;-57;1;The brother honoured the sister because he had been a good friend of hers.
honoured;12;The sister honoured the brother because;-57;0;The sister honoured the brother because he was a good man and a good man's brother.
hugged;12;The brother hugged the sister because;12;1;The brother hugged the sister because he was so happy.
hugged;12;The sister hugged the brother because;12;0;The sister hugged the brother because he was so happy.
hurt;12;The brother hurt the sister because;47;1;The brother hurt the sister because he was afraid of her.
hurt;12;The sister hurt the brother because;47;0;The sister hurt the brother because he was a little too young to be a good father.
idolized;12;The brother idolized the sister because;-66;1;The brother idolized the sister because he was a good boy, and he was a good boy.
idolized;12;The sister idolized the brother because;-66;0;The sister idolized the brother because of his love for her.
incensed;12;The brother incensed the sister because;57;1;"The brother incensed the sister because he was a ""fool"" and ""a liar."
incensed;12;The sister incensed the brother because;57;0;"The sister incensed the brother because he was a ""fool"" and ""a liar."
infuriated;12;The brother infuriated the sister because;75;1;"The brother infuriated the sister because he was a ""bad guy"" and ""a bad guy who was a bad guy."
infuriated;12;The sister infuriated the brother because;75;0;"The sister infuriated the brother because he was a ""bad guy"" and ""a bad guy"" who was ""not a good guy."
inspired;12;The brother inspired the sister because;78;1;The brother inspired the sister because he was a good friend of hers.
inspired;12;The sister inspired the brother because;78;0;The sister inspired the brother because he was a good kid.
instructed;12;The brother instructed the sister because;-17;1;The brother instructed the sister because he was afraid of her.
instructed;12;The sister instructed the brother because;-17;0;The sister instructed the brother because he was a good man and he was a good man.
insulted;12;The brother insulted the sister because;6;1;"The brother insulted the sister because he was a ""faggot"" and ""a whore"" and ""a whore"" and ""a whore"" and ""a whore"" and ""a whore"" and ""a whore"" and ""a whore"" and."
insulted;12;The sister insulted the brother because;6;0;"The sister insulted the brother because he was a ""faggot"" and ""a whore."
interrupted;12;The brother interrupted the sister because;3;1;The brother interrupted the sister because he was trying to get her to stop talking about the matter.
interrupted;12;The sister interrupted the brother because;3;0;The sister interrupted the brother because he was too busy to do anything.
intimidated;12;The brother intimidated the sister because;73;1;The brother intimidated the sister because he was afraid of her.
intimidated;12;The sister intimidated the brother because;73;0;"The sister intimidated the brother because he was a ""bigger brother"" and ""a better brother."
intrigued;12;The brother intrigued the sister because;76;1;The brother intrigued the sister because he was a good boy and he was a good boy.
intrigued;12;The sister intrigued the brother because;76;0;The sister intrigued the brother because she was a little bit of a fan of the show.
irritated;12;The brother irritated the sister because;81;1;The brother irritated the sister because he was not a good person.
irritated;12;The sister irritated the brother because;81;0;The sister irritated the brother because he was not a good person.
killed;12;The brother killed the sister because;5;1;The brother killed the sister because he was afraid of her.
killed;12;The sister killed the brother because;5;0;"The sister killed the brother because he was a ""bad guy"" and ""a bad guy who was a bad guy,"" according to the lawsuit."
kissed;12;The brother kissed the sister because;61;1;The brother kissed the sister because he was afraid of her.
kissed;12;The sister kissed the brother because;61;0;The sister kissed the brother because he was a good boy.
lauded;12;The brother lauded the sister because;-37;1;"The brother lauded the sister because she was ""a good person."
lauded;12;The sister lauded the brother because;-37;0;"The sister lauded the brother because he was ""a good man."
laughed at;12;The brother laughed at the sister because;-96;1;The brother laughed at the sister because he was so angry.
laughed at;12;The sister laughed at the brother because;-96;0;The sister laughed at the brother because he was a little too young.
led;12;The brother led the sister because;-30;1;The brother led the sister because he was a good man and he was a good man.
led;12;The sister led the brother because;-30;0;The sister led the brother because he was a good man and he was a good man.
left;12;The brother left the sister because;2;1;The brother left the sister because he was afraid of her.
left;12;The sister left the brother because;2;0;The sister left the brother because he was too busy with his business.
lied to;12;The brother lied to the sister because;78;1;The brother lied to the sister because he was afraid of her.
lied to;12;The sister lied to the brother because;78;0;The sister lied to the brother because she was afraid of him.
liked;12;The brother liked the sister because;-91;1;The brother liked the sister because she was a good girl.
liked;12;The sister liked the brother because;-91;0;The sister liked the brother because he was a good guy and he was a good person.
loathed;12;The brother loathed the sister because;-85;1;The brother loathed the sister because she was a woman, and he hated her because she was a woman.
loathed;12;The sister loathed the brother because;-85;0;The sister loathed the brother because he was a coward.
loved;12;The brother loved the sister because;-80;1;The brother loved the sister because she was a good girl.
loved;12;The sister loved the brother because;-80;0;The sister loved the brother because he was a good person and he was a good person.
married;12;The brother married the sister because;53;1;The brother married the sister because he was a good man and he was a good man.
married;12;The sister married the brother because;53;0;The sister married the brother because he was a good man and he was a good man.
met;12;The brother met the sister because;53;1;The brother met the sister because he was a student at the University of California, Berkeley.
