,verb,item,sent,bias,subject_gender,surprisal_he,surprisal_she,subject_preference
5032,complemented,10,The son complemented the daughter because,-56,1,2.093930244,3.095182657,1.001252413
5033,complemented,10,The daughter complemented the son because,-56,0,3.009172916,1.92704165,1.082131266
5034,complimented,10,The son complimented the daughter because,-47,1,1.962290287,2.148108482,0.185818195
5035,complimented,10,The daughter complimented the son because,-47,0,1.803375363,2.300479412,-0.497104049
5036,concerned,10,The son concerned the daughter because,81,1,1.807996988,2.155308247,0.347311259
5037,concerned,10,The daughter concerned the son because,81,0,1.730890989,2.234643459,-0.50375247
5038,condemned,10,The son condemned the daughter because,-63,1,2.128370523,1.746426105,-0.381944418
5039,condemned,10,The daughter condemned the son because,-63,0,1.60379529,2.593958616,-0.990163326
5040,confessed to,10,The son confessed to the daughter because,74,1,1.388412714,2.335588455,0.947175741
5041,confessed to,10,The daughter confessed to the son because,74,0,2.036254644,1.431172729,0.605081915
5042,confided in,10,The son confided in the daughter because,5,1,1.657483816,2.074579,0.417095184
5043,confided in,10,The daughter confided in the son because,5,0,1.839540839,1.680854559,0.15868628
5044,confounded,10,The son confounded the daughter because,36,1,1.625603199,2.123026609,0.49742341
5045,confounded,10,The daughter confounded the son because,36,0,1.73009634,1.839460731,-0.109364391
5046,confused,10,The son confused the daughter because,60,1,1.722748041,2.038062334,0.315314293
5047,confused,10,The daughter confused the son because,60,0,1.598566532,2.035529137,-0.436962605
5048,congratulated,10,The son congratulated the daughter because,-94,1,1.737995625,2.140990973,0.402995348
5049,congratulated,10,The daughter congratulated the son because,-94,0,1.70298934,2.175207138,-0.472217798
5050,consulted,10,The son consulted the daughter because,13,1,1.659892917,2.101159096,0.441266179
5051,consulted,10,The daughter consulted the son because,13,0,1.858270407,1.741311193,0.116959214
5052,corrected,10,The son corrected the daughter because,-74,1,1.766121626,2.111958265,0.345836639
5053,corrected,10,The daughter corrected the son because,-74,0,1.735906005,1.942329288,-0.206423283
5054,corrupted,10,The son corrupted the daughter because,38,1,1.593255877,2.259976149,0.666720272
5055,corrupted,10,The daughter corrupted the son because,38,0,1.929231167,1.82065928,0.108571887
5056,counseled,10,The son counseled the daughter because,-67,1,1.99407208,2.275595188,0.281523108
5057,counseled,10,The daughter counseled the son because,-67,0,2.031619072,2.263798237,-0.232179165
5058,courted,10,The son courted the daughter because,33,1,1.740154028,2.142180681,0.402026653
5059,courted,10,The daughter courted the son because,33,0,1.960010409,1.76286602,0.197144389
5060,criticized,10,The son criticized the daughter because,-45,1,2.193898439,1.863053322,-0.330845117
5061,criticized,10,The daughter criticized the son because,-45,0,1.690589786,2.343628645,-0.653038859
5062,dated,10,The son dated the daughter because,15,1,1.897061467,2.308069944,0.411008477
5063,dated,10,The daughter dated the son because,15,0,2.021931171,1.897113085,0.124818086
5064,debated with,10,The son debated with the daughter because,27,1,1.863194466,2.777360678,0.914166212
5065,debated with,10,The daughter debated with the son because,27,0,2.261815548,1.768717766,0.493097782
5066,deceived,10,The son deceived the daughter because,63,1,1.32538414,2.098937511,0.773553371
5067,deceived,10,The daughter deceived the son because,63,0,1.677833796,1.583537817,0.094295979
5068,decried,10,The son decried the daughter because,-11,1,2.388923407,1.926991701,-0.461931706
5069,decried,10,The daughter decried the son because,-11,0,1.855526447,2.537012577,-0.68148613
5070,defied,10,The son defied the daughter because,27,1,1.455078721,2.337501049,0.882422328
5071,defied,10,The daughter defied the son because,27,0,2.409256458,1.313003302,1.096253156
5072,delighted,10,The son delighted the daughter because,85,1,1.572216392,2.026250601,0.454034209
5073,delighted,10,The daughter delighted the son because,85,0,1.647040367,1.842918992,-0.195878625
5074,denounced,10,The son denounced the daughter because,-36,1,2.214287758,1.777330637,-0.436957121
5075,denounced,10,The daughter denounced the son because,-36,0,1.654080987,2.470770121,-0.816689134
5076,deplored,10,The son deplored the daughter because,-34,1,2.159822941,1.842097998,-0.317724943
5077,deplored,10,The daughter deplored the son because,-34,0,1.759063125,2.412641287,-0.653578162
5078,deprecated,10,The son deprecated the daughter because,-12,1,1.76737833,2.361904383,0.594526053
5079,deprecated,10,The daughter deprecated the son because,-12,0,2.254384279,1.752888441,0.501495838
5080,derided,10,The son derided the daughter because,-24,1,2.655709028,1.468181252,-1.187527776
5081,derided,10,The daughter derided the son because,-24,0,1.434972763,2.993944645,-1.558971882
5082,deserted,10,The son deserted the daughter because,36,1,1.598235726,1.823348641,0.225112915
5083,deserted,10,The daughter deserted the son because,36,0,1.805913806,1.626325488,0.179588318
5084,despised,10,The son despised the daughter because,-87,1,1.892017245,1.540104985,-0.35191226
5085,despised,10,The daughter despised the son because,-87,0,1.512114048,1.933622718,-0.42150867
5086,detested,10,The son detested the daughter because,-78,1,1.859299302,1.823284745,-0.036014557
5087,detested,10,The daughter detested the son because,-78,0,1.795833111,1.895390391,-0.09955728
5088,disappointed,10,The son disappointed the daughter because,73,1,1.520490527,2.100751877,0.58026135
5089,disappointed,10,The daughter disappointed the son because,73,0,1.677624106,1.855968595,-0.178344489
5090,discouraged,10,The son discouraged the daughter because,36,1,1.736496568,1.723541498,-0.01295507
5091,discouraged,10,The daughter discouraged the son because,36,0,1.624503374,1.830420375,-0.205917001
5092,disgruntled,10,The son disgruntled the daughter because,58,1,1.693141222,1.992429495,0.299288273
5093,disgruntled,10,The daughter disgruntled the son because,58,0,1.729650736,1.946552396,-0.21690166
5094,disliked,10,The son disliked the daughter because,-87,1,2.036555529,1.480801344,-0.555754185
5095,disliked,10,The daughter disliked the son because,-87,0,1.465044618,2.009115219,-0.544070601
5096,disobeyed,10,The son disobeyed the daughter because,55,1,1.415783525,2.088601828,0.672818303
5097,disobeyed,10,The daughter disobeyed the son because,55,0,1.939852715,1.481074452,0.458778263
5098,disparaged,10,The son disparaged the daughter because,12,1,2.13295579,1.938480616,-0.194475174
5099,disparaged,10,The daughter disparaged the son because,12,0,1.778452754,2.366286755,-0.587834001
5100,distracted,10,The son distracted the daughter because,53,1,1.592994332,1.994305491,0.401311159
5101,distracted,10,The daughter distracted the son because,53,0,1.697175503,1.764306545,-0.067131042
5102,distressed,10,The son distressed the daughter because,60,1,1.703498006,1.917945147,0.214447141
5103,distressed,10,The daughter distressed the son because,60,0,1.63444674,1.984223723,-0.349776983
5104,distrusted,10,The son distrusted the daughter because,-75,1,1.802971125,1.832144976,0.029173851
5105,distrusted,10,The daughter distrusted the son because,-75,0,1.728500843,1.873714685,-0.145213842
5106,divorced,10,The son divorced the daughter because,-21,1,1.755767465,2.138620138,0.382852673
5107,divorced,10,The daughter divorced the son because,-21,0,1.880483627,1.877115488,0.003368139
5108,dominated,10,The son dominated the daughter because,3,1,1.808430672,2.191910505,0.383479833
5109,dominated,10,The daughter dominated the son because,3,0,2.133427858,1.705039859,0.428387999
5110,dreaded,10,The son dreaded the daughter because,-73,1,1.885917902,1.807911992,-0.07800591
5111,dreaded,10,The daughter dreaded the son because,-73,0,1.672677994,1.936953425,-0.264275431
5112,dreamed about,10,The son dreamed about the daughter because,30,1,1.60978651,2.057271481,0.447484971
5113,dreamed about,10,The daughter dreamed about the son because,30,0,1.841126204,1.753951669,0.087174535
5114,echoed,10,The son echoed the daughter because,72,1,2.069430828,2.799396753,0.729965925
5115,echoed,10,The daughter echoed the son because,72,0,2.43764925,1.916572094,0.521077156
5116,embraced,10,The son embraced the daughter because,29,1,1.713186741,2.195816994,0.482630253
5117,embraced,10,The daughter embraced the son because,29,0,1.958684921,1.809926867,0.148758054
5118,employed,10,The son employed the daughter because,-76,1,1.69503963,2.059158564,0.364118934
5119,employed,10,The daughter employed the son because,-76,0,1.827364683,1.890291095,-0.062926412
5120,encouraged,10,The son encouraged the daughter because,-12,1,1.696682334,2.099996805,0.403314471
5121,encouraged,10,The daughter encouraged the son because,-12,0,1.697622895,2.015127659,-0.317504764
5122,enlightened,10,The son enlightened the daughter because,0,1,1.666926622,2.132881403,0.465954781
5123,enlightened,10,The daughter enlightened the son because,0,0,1.83680892,1.903279543,-0.066470623
5124,enraged,10,The son enraged the daughter because,70,1,1.455580235,1.999375582,0.543795347
5125,enraged,10,The daughter enraged the son because,70,0,1.588353038,1.740633249,-0.152280211
5126,enticed,10,The son enticed the daughter because,70,1,1.62728548,2.030467987,0.403182507
5127,enticed,10,The daughter enticed the son because,70,0,1.675312161,1.772657156,-0.097344995
5128,escorted,10,The son escorted the daughter because,-36,1,1.819459677,2.051418781,0.231959104
5129,escorted,10,The daughter escorted the son because,-36,0,1.777756214,1.90491879,-0.127162576
5130,esteemed,10,The son esteemed the daughter because,-53,1,1.687596917,1.889237642,0.201640725
5131,esteemed,10,The daughter esteemed the son because,-53,0,1.486376047,2.302960634,-0.816584587
5132,exalted,10,The son exalted the daughter because,-17,1,1.810303569,1.998675346,0.188371777
5133,exalted,10,The daughter exalted the son because,-17,0,1.669476509,2.257662535,-0.588186026
5134,exasperated,10,The son exasperated the daughter because,74,1,1.779224277,2.101913452,0.322689175
5135,exasperated,10,The daughter exasperated the son because,74,0,1.756600022,2.094962835,-0.338362813
5136,excited,10,The son excited the daughter because,72,1,1.576191425,2.021651268,0.445459843
5137,excited,10,The daughter excited the son because,72,0,1.528245449,1.922237039,-0.39399159
5138,excused,10,The son excused the daughter because,-50,1,1.843717337,1.957264423,0.113547086
5139,excused,10,The daughter excused the son because,-50,0,1.82344985,1.997501731,-0.174051881
5140,exhausted,10,The son exhausted the daughter because,65,1,1.838501811,1.964156389,0.125654578
5141,exhausted,10,The daughter exhausted the son because,65,0,1.930087328,1.925101161,0.004986167
5142,fascinated,10,The son fascinated the daughter because,85,1,1.460888147,2.299304962,0.838416815
5143,fascinated,10,The daughter fascinated the son because,85,0,1.76113975,1.693975687,0.067164063
5144,favoured,10,The son favoured the daughter because,-89,1,1.779719234,2.008915901,0.229196667
5145,favoured,10,The daughter favoured the son because,-89,0,1.870054364,1.887599349,-0.017544985
5146,feared,10,The son feared the daughter because,-85,1,1.90223062,1.922956586,0.020725966
5147,feared,10,The daughter feared the son because,-85,0,1.808034182,2.013808012,-0.20577383
5148,fed,10,The son fed the daughter because,-85,1,1.64075911,1.836153507,0.195394397
5149,fed,10,The daughter fed the son because,-85,0,1.793762207,1.62149334,0.172268867
5150,filmed,10,The son filmed the daughter because,-3,1,1.356823444,2.15678215,0.799958706
5151,filmed,10,The daughter filmed the son because,-3,0,1.854174852,1.489824772,0.36435008
5152,flattered,10,The son flattered the daughter because,42,1,1.74085772,2.157083273,0.416225553
5153,flattered,10,The daughter flattered the son because,42,0,1.746671438,2.046576262,-0.299904824
5154,floored,10,The son floored the daughter because,13,1,1.759080291,2.061131477,0.302051186
5155,floored,10,The daughter floored the son because,13,0,1.709693074,2.012129307,-0.302436233
5156,followed,10,The son followed the daughter because,46,1,1.839422941,2.225643635,0.386220694
5157,followed,10,The daughter followed the son because,46,0,1.859405041,1.885095119,-0.025690078
5158,fooled,10,The son fooled the daughter because,10,1,1.448005438,2.025526047,0.577520609
5159,fooled,10,The daughter fooled the son because,10,0,1.560720563,1.754573822,-0.193853259
5160,forgave,10,The son forgave the daughter because,5,1,1.535044193,1.716371775,0.181327582
5161,forgave,10,The daughter forgave the son because,5,0,1.519569993,1.719179988,-0.199609995
5162,forgot,10,The son forgot the daughter because,-16,1,1.385726929,2.060548306,0.674821377
5163,forgot,10,The daughter forgot the son because,-16,0,1.822223186,1.539687276,0.28253591
5164,fought,10,The son fought the daughter because,24,1,1.753005028,2.007242203,0.254237175
5165,fought,10,The daughter fought the son because,24,0,1.757855296,1.732297301,0.025557995
5166,freed,10,The son freed the daughter because,-52,1,1.684867859,1.997749686,0.312881827
5167,freed,10,The daughter freed the son because,-52,0,1.706551909,1.950750709,-0.2441988
5168,frightened,10,The son frightened the daughter because,68,1,1.499525547,1.713081121,0.213555574
5169,frightened,10,The daughter frightened the son because,68,0,1.384809852,1.835035682,-0.45022583
5170,frustrated,10,The son frustrated the daughter because,79,1,1.710671544,2.004137278,0.293465734
5171,frustrated,10,The daughter frustrated the son because,79,0,1.719881892,1.952622533,-0.232740641
5172,grabbed,10,The son grabbed the daughter because,-5,1,1.607753158,1.481592178,-0.12616098
5173,grabbed,10,The daughter grabbed the son because,-5,0,1.342101693,1.786504865,-0.444403172
5174,grazed,10,The son grazed the daughter because,44,1,1.804501772,1.84281683,0.038315058
5175,grazed,10,The daughter grazed the son because,44,0,1.709939599,1.883628249,-0.17368865
5176,greeted,10,The son greeted the daughter because,-8,1,1.622045517,1.976841688,0.354796171
5177,greeted,10,The daughter greeted the son because,-8,0,1.720300794,1.704274774,0.01602602
5178,guided,10,The son guided the daughter because,-73,1,1.907022595,2.389597654,0.482575059
5179,guided,10,The daughter guided the son because,-73,0,2.020082235,1.989581943,0.030500292
5180,hailed,10,The son hailed the daughter because,-45,1,1.795580983,2.109646082,0.314065099
5181,hailed,10,The daughter hailed the son because,-45,0,1.641443133,2.509275913,-0.86783278
5182,harassed,10,The son harassed the daughter because,41,1,1.583808541,1.814347863,0.230539322
5183,harassed,10,The daughter harassed the son because,41,0,1.623832822,1.728079081,-0.104246259
5184,harmed,10,The son harmed the daughter because,52,1,1.533507228,2.195945978,0.66243875
5185,harmed,10,The daughter harmed the son because,52,0,1.776180625,1.875462651,-0.099282026
5186,hated,10,The son hated the daughter because,-91,1,1.848227739,1.447819114,-0.400408625
5187,hated,10,The daughter hated the son because,-91,0,1.370805621,1.887457967,-0.516652346
5188,haunted,10,The son haunted the daughter because,20,1,1.700332284,1.927690625,0.227358341
5189,haunted,10,The daughter haunted the son because,20,0,1.750844717,1.899448514,-0.148603797
5190,helped,10,The son helped the daughter because,-49,1,1.649559855,2.115954876,0.466395021
5191,helped,10,The daughter helped the son because,-49,0,1.914283037,1.647090673,0.267192364
5192,hired,10,The son hired the daughter because,-65,1,1.593912959,1.988818288,0.394905329
5193,hired,10,The daughter hired the son because,-65,0,1.712435007,1.81897068,-0.106535673
5194,hit,10,The son hit the daughter because,-14,1,1.598495603,1.841153383,0.24265778
5195,hit,10,The daughter hit the son because,-14,0,1.462857842,1.997968793,-0.535110951
5196,honoured,10,The son honoured the daughter because,-57,1,1.610654831,2.011041403,0.400386572
5197,honoured,10,The daughter honoured the son because,-57,0,1.655005336,2.042723179,-0.387717843
5198,hugged,10,The son hugged the daughter because,12,1,1.73916316,2.063910484,0.324747324
5199,hugged,10,The daughter hugged the son because,12,0,1.687071681,1.995704889,-0.308633208
5200,hurt,10,The son hurt the daughter because,47,1,1.594323635,1.982382417,0.388058782
5201,hurt,10,The daughter hurt the son because,47,0,1.479823709,2.066909313,-0.587085604
5202,idolized,10,The son idolized the daughter because,-66,1,1.853545785,2.041180134,0.187634349
5203,idolized,10,The daughter idolized the son because,-66,0,1.953136086,1.910891652,0.042244434
5204,incensed,10,The son incensed the daughter because,57,1,1.668228745,2.081702709,0.413473964
5205,incensed,10,The daughter incensed the son because,57,0,1.723300338,1.932750463,-0.209450125
5206,infuriated,10,The son infuriated the daughter because,75,1,1.485412598,1.964388371,0.478975773
5207,infuriated,10,The daughter infuriated the son because,75,0,1.644505024,1.700012684,-0.05550766
5208,inspired,10,The son inspired the daughter because,78,1,1.779524326,2.167693138,0.388168812
5209,inspired,10,The daughter inspired the son because,78,0,1.677076817,2.127324581,-0.450247764
5210,instructed,10,The son instructed the daughter because,-17,1,1.721862435,2.104593992,0.382731557
5211,instructed,10,The daughter instructed the son because,-17,0,1.811065912,1.932691932,-0.12162602
5212,insulted,10,The son insulted the daughter because,6,1,1.55989325,1.817828774,0.257935524
5213,insulted,10,The daughter insulted the son because,6,0,1.476184487,1.913686395,-0.437501908
5214,interrupted,10,The son interrupted the daughter because,3,1,1.801906228,1.820364833,0.018458605
5215,interrupted,10,The daughter interrupted the son because,3,0,1.663303614,1.876088738,-0.212785124
5216,intimidated,10,The son intimidated the daughter because,73,1,1.477326751,1.681636572,0.204309821
5217,intimidated,10,The daughter intimidated the son because,73,0,1.47201395,1.644888163,-0.172874213
5218,intrigued,10,The son intrigued the daughter because,76,1,1.582226753,2.275947094,0.693720341
5219,intrigued,10,The daughter intrigued the son because,76,0,1.813033462,1.717141271,0.095892191
5220,irritated,10,The son irritated the daughter because,81,1,1.594426394,1.878514171,0.284087777
5221,irritated,10,The daughter irritated the son because,81,0,1.576259851,1.862472057,-0.286212206
5222,killed,10,The son killed the daughter because,5,1,1.480102301,1.971570969,0.491468668
5223,killed,10,The daughter killed the son because,5,0,1.639092445,1.778087616,-0.138995171
5224,kissed,10,The son kissed the daughter because,61,1,1.694228172,1.839376092,0.14514792
5225,kissed,10,The daughter kissed the son because,61,0,1.678795218,1.740643024,-0.061847806
5226,lauded,10,The son lauded the daughter because,-37,1,2.143013716,1.941884875,-0.201128841
5227,lauded,10,The daughter lauded the son because,-37,0,1.641715646,2.814939976,-1.17322433
5228,laughed at,10,The son laughed at the daughter because,-96,1,1.708905578,1.811247706,0.102342128
5229,laughed at,10,The daughter laughed at the son because,-96,0,1.509532452,2.020923615,-0.511391163
5230,led,10,The son led the daughter because,-30,1,2.04895401,2.133520126,0.084566116
5231,led,10,The daughter led the son because,-30,0,1.86886394,2.022498131,-0.153634191
5232,left,10,The son left the daughter because,2,1,1.657811284,1.981721997,0.323910713
5233,left,10,The daughter left the son because,2,0,1.804667234,1.758702397,0.045964837
5234,lied to,10,The son lied to the daughter because,78,1,1.23142457,2.224466085,0.993041515
5235,lied to,10,The daughter lied to the son because,78,0,2.171639681,1.246389627,0.925250054
5236,liked,10,The son liked the daughter because,-91,1,1.945690274,1.255778313,-0.689911961
5237,liked,10,The daughter liked the son because,-91,0,1.088707089,2.32420826,-1.235501171
5238,loathed,10,The son loathed the daughter because,-85,1,2.0790658,1.553530812,-0.525534988
5239,loathed,10,The daughter loathed the son because,-85,0,1.475408316,2.183063269,-0.707654953
5240,loved,10,The son loved the daughter because,-80,1,1.966999292,1.210616827,-0.756382465
5241,loved,10,The daughter loved the son because,-80,0,1.118490458,2.251704931,-1.133214473
5242,married,10,The son married the daughter because,53,1,1.964258194,2.469914675,0.505656481
5243,married,10,The daughter married the son because,53,0,2.131746531,1.981018066,0.150728465
5244,met,10,The son met the daughter because,53,1,1.96835351,2.431820631,0.463467121
5245,met,10,The daughter met the son because,53,0,2.265929937,1.748628139,0.517301798
5246,missed,10,The son missed the daughter because,-45,1,1.749347329,2.207222939,0.45787561
5247,missed,10,The daughter missed the son because,-45,0,2.061472178,1.704991937,0.356480241
5248,mocked,10,The son mocked the daughter because,-33,1,1.975502133,1.762529731,-0.212972402
5249,mocked,10,The daughter mocked the son because,-33,0,1.56375134,2.216173649,-0.652422309
5250,mourned,10,The son mourned the daughter because,-72,1,2.002481699,1.983913064,-0.018568635
5251,mourned,10,The daughter mourned the son because,-72,0,1.672660112,2.413985252,-0.74132514
5252,moved,10,The son moved the daughter because,-11,1,1.795099974,2.15050149,0.355401516
5253,moved,10,The daughter moved the son because,-11,0,1.840986967,1.921458244,-0.080471277
5254,noticed,10,The son noticed the daughter because,-92,1,1.873255491,1.764265299,-0.108990192
5255,noticed,10,The daughter noticed the son because,-92,0,1.64960134,1.92475152,-0.27515018
5256,ordered around,10,The son ordered around the daughter because,53,1,1.791716814,1.819707394,0.02799058
5257,ordered around,10,The daughter ordered around the son because,53,0,1.579879761,1.894896984,-0.315017223
5258,pacified,10,The son pacified the daughter because,-49,1,1.696026802,2.01223278,0.316205978
5259,pacified,10,The daughter pacified the son because,-49,0,1.680835366,1.909723759,-0.228888393
5260,pardoned,10,The son pardoned the daughter because,-38,1,1.625666738,2.167348862,0.541682124
5261,pardoned,10,The daughter pardoned the son because,-38,0,1.958200574,1.964595675,-0.006395101
5262,passed,10,The son passed the daughter because,0,1,1.713288784,2.205406904,0.49211812
5263,passed,10,The daughter passed the son because,0,0,2.01720643,1.818686247,0.198520183
5264,penalized,10,The son penalized the daughter because,-77,1,1.742993712,2.012673616,0.269679904
5265,penalized,10,The daughter penalized the son because,-77,0,1.786022544,1.984938979,-0.198916435
5266,persecuted,10,The son persecuted the daughter because,-22,1,1.73325491,1.941384196,0.208129286
5267,persecuted,10,The daughter persecuted the son because,-22,0,1.928211451,1.808082342,0.120129109
5268,picked up,10,The son picked up the daughter because,-71,1,1.656490684,1.73308754,0.076596856
5269,picked up,10,The daughter picked up the son because,-71,0,1.575307965,1.771912932,-0.196604967
5270,plagued,10,The son plagued the daughter because,58,1,2.033358574,2.220530748,0.187172174
5271,plagued,10,The daughter plagued the son because,58,0,2.078101873,2.122569799,-0.044467926
5272,played,10,The son played the daughter because,43,1,1.664132476,2.490782976,0.8266505
5273,played,10,The daughter played the son because,43,0,2.421864748,1.648190379,0.773674369
5274,played with,10,The son played with the daughter because,-13,1,1.849704385,2.459695101,0.609990716
5275,played with,10,The daughter played with the son because,-13,0,2.195362806,1.906156778,0.289206028
5276,pleased,10,The son pleased the daughter because,83,1,1.525306702,2.013660431,0.488353729
5277,pleased,10,The daughter pleased the son because,83,0,1.585686564,1.830083489,-0.244396925
5278,praised,10,The son praised the daughter because,-87,1,2.173833609,1.659547806,-0.514285803
5279,praised,10,The daughter praised the son because,-87,0,1.473065972,2.782577753,-1.309511781
5280,prized,10,The son prized the daughter because,-74,1,1.728923202,1.826906443,0.097983241
5281,prized,10,The daughter prized the son because,-74,0,1.747147918,1.918745279,-0.171597361
5282,prosecuted,10,The son prosecuted the daughter because,-44,1,1.7376858,2.157114267,0.419428467
5283,prosecuted,10,The daughter prosecuted the son because,-44,0,1.893892527,1.952856541,-0.058964014
5284,protected,10,The son protected the daughter because,-47,1,1.739601135,2.026484489,0.286883354
5285,protected,10,The daughter protected the son because,-47,0,1.856247187,1.821245193,0.035001994
5286,provoked,10,The son provoked the daughter because,70,1,1.5182302,1.824155688,0.305925488
5287,provoked,10,The daughter provoked the son because,70,0,1.541904092,1.704244614,-0.162340522
5288,punished,10,The son punished the daughter because,-76,1,1.721979022,1.628310323,-0.093668699
5289,punished,10,The daughter punished the son because,-76,0,1.446003556,1.978252888,-0.532249332
5290,pursued,10,The son pursued the daughter because,31,1,1.641785383,1.808781981,0.166996598
5291,pursued,10,The daughter pursued the son because,31,0,1.706853867,1.696562409,0.010291458
5292,questioned,10,The son questioned the daughter because,26,1,1.923436046,2.030478001,0.107041955
5293,questioned,10,The daughter questioned the son because,26,0,1.866741657,2.091876745,-0.225135088
5294,reassured,10,The son reassured the daughter because,-62,1,1.776265383,2.596124649,0.819859266
5295,reassured,10,The daughter reassured the son because,-62,0,2.042283535,1.994788885,0.04749465
5296,rebuked,10,The son rebuked the daughter because,-18,1,1.942490101,1.812575698,-0.129914403
5297,rebuked,10,The daughter rebuked the son because,-18,0,1.674043298,2.110653639,-0.436610341
5298,relaxed,10,The son relaxed the daughter because,19,1,1.849461317,2.031064034,0.181602717
5299,relaxed,10,The daughter relaxed the son because,19,0,1.847298503,1.939811468,-0.092512965
5300,relished,10,The son relished the daughter because,-47,1,1.790472865,1.772916913,-0.017555952
5301,relished,10,The daughter relished the son because,-47,0,1.630674124,2.046789646,-0.416115522
5302,repaid,10,The son repaid the daughter because,63,1,1.543320417,1.812438846,0.269118429
5303,repaid,10,The daughter repaid the son because,63,0,1.731066942,1.648515224,0.082551718
5304,repelled,10,The son repelled the daughter because,67,1,1.79092133,2.095173836,0.304252506
5305,repelled,10,The daughter repelled the son because,67,0,1.870935917,1.788175225,0.082760692
5306,reprimanded,10,The son reprimanded the daughter because,-50,1,1.856118321,1.783219695,-0.072898626
5307,reprimanded,10,The daughter reprimanded the son because,-50,0,1.54255116,2.13668108,-0.59412992
5308,repulsed,10,The son repulsed the daughter because,76,1,1.667665839,1.910285234,0.242619395
5309,repulsed,10,The daughter repulsed the son because,76,0,1.618717909,1.849367261,-0.230649352
5310,resented,10,The son resented the daughter because,-76,1,1.705760956,1.90585506,0.200094104
5311,resented,10,The daughter resented the son because,-76,0,1.732884407,1.814379454,-0.081495047
5312,respected,10,The son respected the daughter because,-91,1,1.633103013,1.851237535,0.218134522
5313,respected,10,The daughter respected the son because,-91,0,1.596920609,1.94875586,-0.351835251
5314,revered,10,The son revered the daughter because,-57,1,1.802230597,1.973288655,0.171058058
5315,revered,10,The daughter revered the son because,-57,0,1.825071216,2.014807701,-0.189736485
5316,revitalized,10,The son revitalized the daughter because,3,1,2.037439346,2.200022221,0.162582875
5317,revitalized,10,The daughter revitalized the son because,3,0,1.956797957,2.152104139,-0.195306182
5318,revolted,10,The son revolted the daughter because,66,1,1.734798551,1.822303414,0.087504863
5319,revolted,10,The daughter revolted the son because,66,0,1.718649864,1.857050419,-0.138400555
5320,rewarded,10,The son rewarded the daughter because,-85,1,1.566615701,1.693426132,0.126810431
5321,rewarded,10,The daughter rewarded the son because,-85,0,1.468571305,1.816796422,-0.348225117
5322,ridiculed,10,The son ridiculed the daughter because,-58,1,1.969427347,1.739669442,-0.229757905
5323,ridiculed,10,The daughter ridiculed the son because,-58,0,1.579725862,2.145127773,-0.565401911
5324,rushed to,10,The son rushed to the daughter because,-32,1,1.679365516,1.909706712,0.230341196
5325,rushed to,10,The daughter rushed to the son because,-32,0,1.805916548,1.659469843,0.146446705
5326,saluted,10,The son saluted the daughter because,-48,1,1.778007984,1.925379157,0.147371173
5327,saluted,10,The daughter saluted the son because,-48,0,1.57822907,2.212192774,-0.633963704
5328,scared,10,The son scared the daughter because,74,1,1.603190422,1.629716992,0.02652657
5329,scared,10,The daughter scared the son because,74,0,1.288599253,2.005081654,-0.716482401
5330,scolded,10,The son scolded the daughter because,-69,1,2.0060215,1.814006448,-0.192015052
5331,scolded,10,The daughter scolded the son because,-69,0,1.592311502,2.195731401,-0.603419899
5332,scorned,10,The son scorned the daughter because,-49,1,1.953254461,1.696837902,-0.256416559
5333,scorned,10,The daughter scorned the son because,-49,0,1.555020928,2.094226599,-0.539205671
5334,shadowed,10,The son shadowed the daughter because,58,1,1.902235746,2.309061527,0.406825781
5335,shadowed,10,The daughter shadowed the son because,58,0,2.107803345,1.910064459,0.197738886
5336,shocked,10,The son shocked the daughter because,56,1,1.492594004,2.035387754,0.54279375
5337,shocked,10,The daughter shocked the son because,56,0,1.528832555,1.866314769,-0.337482214
5338,shook,10,The son shook the daughter because,-47,1,1.771766782,1.891147494,0.119380712
5339,shook,10,The daughter shook the son because,-47,0,1.516820312,2.197145224,-0.680324912
5340,snubbed,10,The son snubbed the daughter because,20,1,1.650185823,2.129150629,0.478964806
5341,snubbed,10,The daughter snubbed the son because,20,0,1.694326162,1.888872862,-0.1945467
5342,staggered,10,The son staggered the daughter because,64,1,1.792960763,2.273389339,0.480428576
5343,staggered,10,The daughter staggered the son because,64,0,1.8205688,2.013959885,-0.193391085
5344,startled,10,The son startled the daughter because,35,1,1.54407239,1.974452853,0.430380463
5345,startled,10,The daughter startled the son because,35,0,1.534101725,1.875447392,-0.341345667
5346,stimulated,10,The son stimulated the daughter because,30,1,1.693623185,2.161294937,0.467671752
5347,stimulated,10,The daughter stimulated the son because,30,0,1.667111397,1.879390359,-0.212278962
5348,struck,10,The son struck the daughter because,-8,1,1.681475997,1.898762941,0.217286944
5349,struck,10,The daughter struck the son because,-8,0,1.530926466,1.985444903,-0.454518437
5350,sued,10,The son sued the daughter because,-77,1,1.602462888,2.10146594,0.499003052
5351,sued,10,The daughter sued the son because,-77,0,1.674456358,1.907450318,-0.23299396
5352,supported,10,The son supported the daughter because,-29,1,1.649009585,2.635568142,0.986558557
5353,supported,10,The daughter supported the son because,-29,0,2.016769409,1.743424296,0.273345113
5354,surprised,10,The son surprised the daughter because,10,1,1.545868993,1.951164603,0.40529561
5355,surprised,10,The daughter surprised the son because,10,0,1.570491076,1.806864023,-0.236372947
5356,tailed,10,The son tailed the daughter because,58,1,1.79534483,2.293087482,0.497742652
